Dialogue_ID,split_group,Season,Episode,StartTime,EndTime,Speaker,Utterance,Emotion,Strategy,Utterance_ID,Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Frame_6,Frame_7,Frame_8,Frame_9,Frame_10,Frame_11,Frame_12,Audio
215,2,1,17,"00:10:15,875","00:10:24,134",Client,Me? No. I'm talking about you've got women they sit here on your couch. They tell you all about fucking. It must get to you sometimes. I know it would get to me.,neutral,Open question,9,,,,,,,,,,,,,
215,3,1,17,"00:10:25,616","00:10:28,166",Client,"There you go again, you're answering a question with a question.",neutral,Self-disclosure,14,,,,,,,,,,,,,
215,8,1,17,"00:10:47,204","00:10:59,697",Client,"That's the first time you've ever answered one of my questions. In any case, you won't masturbate to me and Laura's story. I guarantee you that. You may think of it the next time you're having sex with your wife and you're trying not to come.",neutral,Approval,20,,,,,,,,,,,,,
215,12,1,17,"00:11:20,498","00:11:34,824",Client,"Complex, right. I gave a shitty performance. I made every possible mistake. I was a mess, to tell you the truth.",joy,Approval,29,,,,,,,,,,,,,
216,0,1,17,"00:11:40,068","00:12:16,519",Client,"During dinner, before we had sex, I started thinking about my first date with my wife Michaela about 15 years ago. Jesus. We had gone out to this bar together, at the time she was the liberal type. She'd talk openly about everything... Foreplay, favorite positions, cuddling afterwards... cosmo type bullshit. And among other things, she told me that researchers found that wine arouses women sexually and represses men's sexual desires. Have you ever heard that?",depression,Communication Skills,0,,,,,,,,,,,,,
216,1,1,17,"00:12:17,100","00:12:41,646",Client,"I don't know what made me do it, but at one point during my conversation with laura, we hit one of those deadly silences. I suddenly told her that alcohol sexually represses men, while women, it... And she... of course, she didn't respond. She just gave me one of those looks saying, Why are you telling me this?",neutral,Open question,12,,,,,,,,,,,,,
216,2,1,17,"00:12:43,346","00:12:57,817",Client,"I don't know. Maybe it was a way to... move the conversation in a sexual direction, make things go forward. A kind of signal that she had been cleared to attack.",neutral,Restatement,21,,,,,,,,,,,,,
216,4,1,17,"00:13:09,698","00:13:13,904",Client,Yeah. Is there another way of getting it?,neutral,Interpretation,27,,,,,,,,,,,,,
216,8,1,17,"00:13:23,601","00:13:41,558",Client,"I don't think so. She wasn't even too fazed by it. She just changed the subject right away, like I had said something nasty, something inappropriate at the table with all that sushi. And that's what pissed me off. Like all her faggy doctor friends she hangs out with always say exactly the right thing.",depression,Interpretation,33,,,,,,,,,,,,,
217,0,1,17,"00:13:41,688","00:14:41,783",Client,"So listen, the first chance I got, I looked her right in the eye and I said Baby, I have to go to the bathroom. I'm a bit nervous. It's my first time since I left my wife. This time she could barely squeeze out a smile, even a phony one. And from then on, every few minutes, i'd mention my wife and the separation... Even in bed. I did it every chance I got just to see her squirm. I think I got her completely out of the mood. She was totally turned off. We had sex. It was more like two animals mating. I wasn't that hard and I came pretty fast. Even on the way to the shower I threw in another I'm sorry, it was my first time in so many years, just for dessert. I don't know why I kept saying it.",depression,Open question,0,,,,,,,,,,,,,
217,1,1,17,"00:14:50,597","00:14:51,556",Client,No.,depression,Open question,17,,,,,,,,,,,,,
217,2,1,17,"00:14:54,278","00:14:55,602",Client,"No, why would i?",depression,Interpretation,19,,,,,,,,,,,,,
218,2,1,17,"00:15:05,544","00:15:12,108",Client,"No, that's not what this is about. The separation was the right thing to do. I haven't even looked back on that. Don't you get off topic.",neutral,Open question,2,,,,,,,,,,,,,
218,3,1,17,"00:15:15,755","00:15:19,355",Client,"Do our stories match, me and laura's? That's what I want to know.",depression,Interpretation,6,,,,,,,,,,,,,
218,13,1,17,"00:15:52,694","00:16:02,760",Client,Belittle her? You really make some pretty far-out connections. She belittled me. Her whole attitude is... It's patronizing.,depression,Restatement,17,,,,,,,,,,,,,
219,0,1,17,"00:16:27,578","00:16:28,761",Client,How's your machine?,neutral,Communication Skills,0,,,,,,,,,,,,,
219,1,1,17,"00:16:32,736","00:16:41,902",Client,"Are the clients happy? I'm gonna make me some coffee, by the way, if you want some. If you've decided to stop being a tea man.",neutral,Guiding the Pace and Depth of the Conversation,2,,,,,,,,,,,,,
219,3,1,17,"00:16:49,292","00:18:03,532",Client,"Just give me a second here, okay? I realize we're onto something. I just need a break. Respect that. I want you to tell me something... Honestly. Do you really think you can help me? If we sit here and we talk about fucking a few times... You'll be able to solve all my problems?",neutral,Self-disclosure,7,,,,,,,,,,,,,
219,4,1,17,"00:18:11,868","00:18:13,540",Client,"Yeah, I knew you'd say that.",neutral,Self-disclosure,16,,,,,,,,,,,,,
220,0,1,17,"00:18:14,957","00:18:34,116",Client,"You know, that's what kills me about you people. Cause any other professional... I go to a doctor, he takes a look and he says, This is what you got. This is how long you have to live. If I went to a mechanic, he'd say, $2,000, it'll be good as new. But you people, you don't guarantee shit.",depression,Guiding the Pace and Depth of the Conversation,0,,,,,,,,,,,,,
220,1,1,17,"00:18:41,956","00:18:43,207",Client,What kind of story?,depression,Interpretation,8,,,,,,,,,,,,,
220,17,1,17,"00:19:51,426","00:19:53,351",Client,It ain't exactly <i>Lord of the Rings</i>.,neutral,Communication Skills,25,,,,,,,,,,,,,
220,18,1,17,"00:20:00,748","00:20:05,067",Client,So what does it mean? That you have to maintain balance in your life?,neutral,Self-disclosure,27,,,,,,,,,,,,,
221,0,1,17,"00:20:40,628","00:20:42,243",Client,Eyes on your instruments.,depression,Open question,0,,,,,,,,,,,,,
221,1,1,17,"00:20:45,480","00:20:49,823",Client,It's one of the basic principles in aviation. You ever heard of vertigo?,depression,Communication Skills,2,,,,,,,,,,,,,
221,2,1,17,"00:20:51,428","00:21:36,722",Client,"When you go into vertigo your directional perception changes. You're spatially disoriented. You'd be flying at mach 2 nose down and think you're taking off. So that's the first thing they teach you at pilot school. You go into vertigo, you look only at your aircraft's instruments. Ignore your feelings completely. Rely on your instruments. That's what the air controller tells you if he thinks you're freaking out, and that's what you're telling me now. Eyes on your instruments. So you want me to... put myself into your hands. You wanna navigate me. Rely on you. And on one hand, you're right. That's why I came in the first place. But keeping my eyes on the instruments is what got me here.",depression,Open question,5,,,,,,,,,,,,,
221,3,1,17,"00:21:39,856","00:21:58,463",Client,"'Cause I kept my eyes on the instrument, I dropped that bomb so accurately into that window. I relied only on my commanders. And I killed innocent people. And now I'm supposed to rely on you.",depression,Interpretation,20,,,,,,,,,,,,,
222,0,1,17,"00:22:30,787","00:22:34,850",Client,"What's the first step, on the way to my new life?",neutral,Open question,0,,,,,,,,,,,,,
222,2,1,17,"00:22:42,136","00:23:04,331",Client,"I think I'll go fuck her again. Yeah, I'll fuck her, well and proper this time. I'll fuck her slow and good. I'll take my time up into that... sweet, hot little pussy. I mean, what's the big deal? She thinks she's the belle of the ball. Fuck that. She must be pretty miserable if she's coming to see you, right?",neutral,Interpretation,4,,,,,,,,,,,,,
222,3,1,17,"00:23:07,707","00:23:30,626",Client,"Look, doc, when I came to pick her up from here yesterday she was like a complete psychopath. One minute she's hugging me, completely over the top like we're in some kind of movie. The next minute, I close the car door, and she's like, Take me home. I'm too tired to do anything today. I mean, what the fuck? She turned as cold as ice. She was two totally different people. Go figure what goes through her head.",neutral,Others,13,,,,,,,,,,,,,
222,5,1,17,"00:23:32,664","00:23:38,998",Client,"Hey, you don't think she belittles me? You don't think I know she's completely and totally hung up on someone else?",anger,Others,24,,,,,,,,,,,,,
223,0,1,17,"00:23:43,348","00:24:49,260",Client,"Check this out. Saturday, after we had sex, she straddles my leg. She starts rubbing up against me as if i'm not even there. It so obvious she's fantasizing about somebody else. And then she starts crying. Tears and everything. She's just crying, and I ask her, Laura, what's up? Everything okay? She doesn't even look at me. She doesn't even answer me, like I'm just her dildo. So... Don't tell me I belittle her, okay? I know this is going to sound crazy after everything I just said... But do you think we have a chance together, me and laura? If we really work at it?",anger,Self-disclosure,0,,,,,,,,,,,,,
223,3,1,17,"00:24:55,646","00:25:02,550",Client,"I think it could happen. I mean, like you said, doc, it's a long series of... small steps, right?",neutral,Communication Skills,19,,,,,,,,,,,,,
223,5,1,17,"00:25:14,275","00:25:15,439",Client,Already?,neutral,Structuring the therapy,24,,,,,,,,,,,,,
223,7,1,17,"00:25:44,459","00:25:46,309",Client,Thanks.,neutral,Communication Skills,27,,,,,,,,,,,,,
224,1,1,18,"00:00:55,470","00:02:14,395",Client,"Charmed, I'm sure. It's the middle of the night for me. I'm utterly exhausted. I was at this amazing party last night. It went on and on. I stayed awake all night and then I walked here. No food, no sleep, I'm running on empty. I've never had so much to drink in my whole life. There was this guy, this new guy-- Total eye candy. He kept walking around with tequila shots. He kept making me drink them. I must've had... I don't know. I've never been so wrecked in my whole life. I have to take them off. Do you mind?",joy,Communication Skills,1,,,,,,,,,,,,,
224,3,1,18,"00:02:17,778","00:02:34,806",Client,"It's crazy how quickly a person gets used to things. When I had the casts, it was like they'd always been a part of me, you know? Like I'd been born a monster. Now, two days after they're gone, it's like, casts? What casts?",neutral,Communication Skills,20,,,,,,,,,,,,,
225,0,1,18,"00:02:37,002","00:02:58,423",Client,"Can't believe I bought them. I buy shoes basically never, and when I do... They make you want to vomit, don't they? It's your fault I bought them.",neutral,Open question,0,,,,,,,,,,,,,
225,1,1,18,"00:03:02,885","00:03:13,938",Client,My mom took me shopping last week. I thought she was trying to be maternal or something. Turns out we were only there because you called her and told her I was gonna off myself.,neutral,Self-disclosure,5,,,,,,,,,,,,,
225,2,1,18,"00:03:16,860","00:03:20,070",Client,"Yeah, whatever.",neutral,Self-disclosure,10,,,,,,,,,,,,,
225,3,1,18,"00:03:20,330","00:03:21,882",Client,I said whatever.,neutral,Communication Skills,12,,,,,,,,,,,,,
225,4,1,18,"00:03:25,575","00:04:23,925",Client,"Anyway, I picked out this jacket, this army thing that she, of course, hated. Then as punishment she said that I had to buy something feminine. She picked out those barbie shoes while I pretended to retch on the makeup counter. If I had known you'd called her, I never would've gone shopping. And then she wonders why I run off to the gym to be with her. I mean, to be without her. To get the hell away from her. For my last birthday she gave me a bra. A bra for my birthday? It's like getting coal. It's worse than getting coal. At least you can burn coal. It was one of those pushy-uppy wonder things with the clicky wheel. You know? Half-bra, half-machine. She wants me to be some sort of a fucking cheerleader.",depression,Communication Skills,14,,,,,,,,,,,,,
226,0,1,18,"00:04:27,025","00:04:47,293",Client,"You want to know why she really hates that I'm a gymnast? Because of my boobs. She thinks it will stunt my development. Your boobs won't grow. You'll hate your body. You'll be deformed. That's all she cares about, whether or not I grow a rack. So I won't have big boobs, who gives a flying fuck?",depression,Approval,0,,,,,,,,,,,,,
226,2,1,18,"00:04:53,694","00:04:56,855",Client,Just the opposite. I enjoy it.,neutral,Open question,9,,,,,,,,,,,,,
